id	title	date	repository	URL
UBB_054249a3d3bd3476756e584f699e8440	Inscription funéraire	Probablement à partir de la fin du IIème siècle, en raison de la formule finale.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000141.html
UBB_0578caf8f2de673f22b283c51bdd6e14	instrumentum		Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/rv00000316.html
UBB_058c818f842a941fcb81f880b4369878	votive inscription	2nd century AD	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/rv00000383.html
UBB_05b2ed64d066ca452105954405fcaaec	Inscription funéraire d'une Grata	Si la défunte a un nom de facture pérégrine, du IIème siècle.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000572.html
UBB_05f007c832cb9f81766fdcf5e6473c81	Funerary on Plate	The second half of the first century AD.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/fm00000069.html
UBB_06079b0447600bebd2fe2a4fdb56cff6	Estampille de la legio XIII Gemina	À partir du règne de Marc Aurèle, en raison du nomen Aurelius.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000517.html
UBB_0663ecf01e78d9214b04251ba751a9fd	Inscription impériale	Probablement de 129 ou d'avant 128, en raison de AE 1979, 489 et de AE 1979, 490.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000353.html
UBB_06a2c8932212082d4e5360ccf464810f	Inscription funéraire de Valeria Gemina	À partir du règne d'Hadrien, en raison du nomen Aelius, mais encore du IIème siècle, en raison de la formule hic sita est. D'autre part, sous Septime Sévère (193-211) ou sous Caracalla (212-217), la cohors III Campestris a été transférée de Drobeta à Porolissum.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000568.html
UBB_06d141d40f461ed4330b7785c8e8909f	funerary inscription	3rd century	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/rv00000251.html
UBB_06d7b2cfc52b1cfc0e0568808ea5d947	Votive on Altar	Second century AD	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/fm00000155.html
UBB_07084c540782ab701411e0112d5706e4	Inscription funéraire d'un anonyme	Selon le style de la stèle, probablement du IIe siècle.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000213.html
UBB_070fd380116ad8e1913078683d29efdf	Estampille de la legio XIII Gemina	Les critères de datation manquent.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000523.html
UBB_073ba011b37996a08a081432f404f518	Dédicace en grec à une divinité inconnue	Du IIème siècle, en raison du nom de facture pérégrine du dédicant.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000485.html
UBB_074c30d32623dbd926e5496995151627	Inscription funéraire aire d'un militaire	Dans l’inscription est probablement mentionnée une ala qui ne stationnait pas à Samum avant le IIIème siècle.	Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000461.html
UBB_074cc0d3a62349d7978870f853d3ee3f	Inscription votive		Universitatea Babes Bolyai	http://inscriptionsfromdacia.altervista.org/text/ip00000106.html
VND_00411460f7c92d2124a67ea0f4cb5f85	Vindolanda writing tablet number 363		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=363&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_006f52e9102a8d3be2fe5614f42ba989	Vindolanda writing tablet number 168		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=168&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_00ac8ed3b4327bdd4ebbebcb2ba10a00	Vindolanda writing tablet number 610		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=610&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_00ec53c4682d36f5c4359f4ae7bd7ba1	Vindolanda writing tablet number 381		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=381&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_01161aaa0b6d1345dd8fe4e481144d84	Vindolanda writing tablet number 236		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=236&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_01386bd6d8e091c2ab4c7c7de644d37b	Vindolanda writing tablet number 348		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=348&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_013a006f03dbc5392effeb8f18fda755	Vindolanda writing tablet number 833		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=833&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_013d407166ec4fa56eb1e1f8cbe183b9	Vindolanda writing tablet number 138		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=138&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_019d385eb67632a7e958e23f24bd07d7	Vindolanda writing tablet number 433		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=433&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_02522a2b2726fb0a03bb19f2d8d9524d	Vindolanda writing tablet number 134		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=134&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0266e33d3f546cb5436a10798e657d97	Vindolanda writing tablet number 245		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=245&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_02a32ad2669e6fe298e607fe7cc0e1a0	Vindolanda writing tablet number 841		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=841&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0336dcbab05b9d5ad24f4333c7658a0e	Vindolanda writing tablet number 195		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=195&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0353ab4cbed5beae847a7ff6e220b5cf	Vindolanda writing tablet number 461		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=461&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_03c6b06952c750899bb03d998e631860	Vindolanda writing tablet number 252		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=252&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_04025959b191f8f9de3f924f0940515f	Vindolanda writing tablet number 339		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=339&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_045117b0e0a11a242b9765e79cbf113f	Vindolanda writing tablet number 180		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=180&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_04ecb1fa28506ccb6f72b12c0245ddbc	Vindolanda writing tablet number 595		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=595&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_05049e90fa4f5039a8cadc6acbb4b2cc	Vindolanda writing tablet number 367		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=367&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_051e4e127b92f5d98d3c79b195f2b291	Vindolanda writing tablet number 629		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=629&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0537fb40a68c18da59a35c2bfe1ca554	Vindolanda writing tablet number 744		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=744&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0584ce565c824b7b7f50282d9a19945b	Vindolanda writing tablet number 384		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=384&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_05f971b5ec196b8c65b75d2ef8267331	Vindolanda writing tablet number 498		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=498&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_060ad92489947d410d897474079c1477	Vindolanda writing tablet number 221		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=221&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_06138bc5af6023646ede0e1f7c1eac75	Vindolanda writing tablet number 269		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=269&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_06409663226af2f3114485aa4e0a23b4	Vindolanda writing tablet number 158		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=158&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_06997f04a7db92466a2baa6ebc8b872d	Vindolanda writing tablet number 762		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=762&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_069d3bb002acd8d7dd095917f9efe4cb	Vindolanda writing tablet number 580		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=580&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_06eb61b839a0cefee4967c67ccb099dc	Vindolanda writing tablet number 310		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=310&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_07563a3fe3bbe7e3ba84431ad9d055af	Vindolanda writing tablet number 521		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=521&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_076a0c97d09cf1a0ec3e19c7f2529f2b	Vindolanda writing tablet number 594		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=594&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0777d5c17d4066b82ab86dff8a46af6f	Vindolanda writing tablet number 163		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=163&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_077e29b11be80ab57e1a2ecabb7da330	Vindolanda writing tablet number 249		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=249&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_07a96b1f61097ccb54be14d6a47439b0	Vindolanda writing tablet number 689		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=689&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_07c5807d0d927dcd0980f86024e5208b	Vindolanda writing tablet number 713		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=713&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_07cdfd23373b17c6b337251c22b7ea57	Vindolanda writing tablet number 278		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=278&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_07e1cd7dca89a1678042477183b7ac3f	Vindolanda writing tablet number 119		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=119&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_08419be897405321542838d77f855226	Vindolanda writing tablet number 723		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=723&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_084b6fbb10729ed4da8c3d3f5a3ae7c9	Vindolanda writing tablet number 196		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=196&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_087408522c31eeb1f982bc0eaf81d35f	Vindolanda writing tablet number 510		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=510&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_08b255a5d42b89b0585260b6f2360bdd	Vindolanda writing tablet number 590		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=590&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_08c5433a60135c32e34f46a71175850c	Vindolanda writing tablet number 597		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=597&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_08d98638c6fcd194a4b1e6992063e944	Vindolanda writing tablet number 682		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=682&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_091d584fced301b442654dd8c23b3fc9	Vindolanda writing tablet number 208		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=208&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0a09c8844ba8f0936c20bd791130d6b6	Vindolanda writing tablet number 144		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=144&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0aa1883c6411f7873cb83dacb17b0afc	Vindolanda writing tablet number 191		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=191&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0bb4aec1710521c12ee76289d9440817	Vindolanda writing tablet number 349		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=349&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
VND_0c74b7f78409a4022a2c4c5a5ca3ee19	Vindolanda writing tablet number 369		Vindolanda Tablets Online	http://vindolanda.csad.ox.ac.uk/4DLink2/4DACTION/WebRequestQuery?searchTerm=369&searchType=number&searchField=TVII&thisListPosition=1&thisPageNum=0
SAZU_018adf25513bfa62cc3dde1948c20c91	Inscription from Emona	1 AD - 50 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129060
SAZU_04832e3a9b4f1ecb0bd3fba1382b8491	Inscription from Emona	1 AD - 33 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129003
SAZU_06290f78656ed75d91c9c15ac9c3c228	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148369
SAZU_06394d4a3b28f76cabc978cdd0cf176c	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148403
SAZU_0661a3018e4fae17d040a5cff950f9b6	Inscription from Emona?		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR136370
SAZU_089206de42f7d609d1f0adf1a59dfc15	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148376
SAZU_08bd8135fe7a329aa0554b98444a2936	Inscription from Emona	1 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148290
SAZU_08e6daeb15c9818f588d5e26ead636b4	Inscription from Emona	-100 BC - -27 BC	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR128824
SAZU_09c8c058a94d53144245cb1a0e520c2e	Inscription from Emona	171 AD - 300 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR152812
SAZU_0b3138cba42e5fa30533bf4f834f4e28	Inscription from Emona	151 AD - 250 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR152817
SAZU_0c190586121317af828a18bdc8867ace	Inscription from Emona	1 AD - 33 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR128995
SAZU_0c6436d81ae82b0203d9292e65961878	Inscription from Emona	101 AD - 300 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148291
SAZU_0db2bd1ee9a3e3f34c876bed109a219c	Inscription from Emona	151 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR128992
SAZU_0f9c868393c06d29c5d7acec1dfb00fb	Inscription from Emona	1 AD - 100 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129732
SAZU_0feaa38c39e1054f2a5d1663ecd84c75	Inscription from Emona	1 AD - 50 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR135194
SAZU_10773a120acd8c56dcac32382ceba32d	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148394
SAZU_10b65e60d2a6794413dfbda60a56f30d	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR136412
SAZU_137eeb237530a996895854e6b855e5b9	Inscription from Emona	101 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148360
SAZU_149e496500cb982f92eedc9ef1679905	Inscription from Emona	101 AD - 300 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129001
SAZU_149eba143da1b5aa49000f96034e6d4a	Inscription from Emona	71 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129080
SAZU_163afde4c25226708ef8bc4b86bd083e	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148334
SAZU_1797c833c3ead68e7938c5fbb46c6f6b	Inscription from Emona	1 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR134912
SAZU_1c29e6e51c272a25b4dc555fa67759aa	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148340
SAZU_1c8bf479264b4c532d435515b1a17b00	Inscription from Emona	1 AD - 130 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR152914
SAZU_1cadbbc4872e843976316fb692f42227	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148425
SAZU_1cc6d513d208192a21f9638bf45e509a	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148404
SAZU_1d2d46306263aa426c036c07038566c1	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR148384
SAZU_1d36827438f7c5f3006be199f976cdf9	Inscription from Emona	1 AD - 200 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129756
SAZU_1f1a88842ee82bee4552c9ec020a2e51	Inscription from Emona	1 AD - 33 AD	Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129035
SAZU_2096ff9c0a8d465af3fd6452921cfae6	Inscription from Emona		Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti	http://www.edr-edr.it/edr_programmi/res_complex_comune.php?id_nr=EDR129753
